trace_id,experiment_id,request_id,layer,kv_head,sequence_tokens,kept_tokens,removed_tokens,retention_ratio,cold_retention_ratio,score_mean,score_std,margin_abs_mean,near_threshold_0_10_fraction,near_threshold_0_25_fraction
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,11,0,905,145,760,0.16022099447513813,0.021879021879021878,-6.785350322723389,1.129819393157959,2.811265468597412,0.009944751381215469,0.01878453038674033
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,11,1,905,153,752,0.16906077348066298,0.032175032175032175,-5.995407581329346,0.9799678325653076,2.032423973083496,0.020994475138121547,0.039779005524861875
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,11,2,905,803,102,0.887292817679558,0.8687258687258688,-2.943605422973633,0.992183268070221,1.259018898010254,0.01878453038674033,0.06740331491712707
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,11,3,905,208,697,0.22983425414364642,0.10296010296010295,-5.79206657409668,1.3724061250686646,1.9039969444274902,0.02541436464088398,0.07624309392265194
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,11,4,905,165,740,0.18232044198895028,0.047619047619047616,-5.821443557739258,1.2841923236846924,1.888915777206421,0.020994475138121547,0.05856353591160221
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,11,5,905,129,776,0.1425414364640884,0.001287001287001287,-8.395648956298828,1.2648627758026123,4.395787239074707,0.0011049723756906078,0.0011049723756906078
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,11,6,905,267,638,0.2950276243093923,0.1788931788931789,-5.156733512878418,1.2810118198394775,1.411291480064392,0.03867403314917127,0.10497237569060773
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,11,7,905,133,772,0.14696132596685083,0.006435006435006435,-7.419785976409912,1.09561026096344,3.429178237915039,0.0011049723756906078,0.004419889502762431
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,12,0,905,669,236,0.7392265193370166,0.6962676962676962,-3.643033504486084,0.6849350929260254,0.6175327897071838,0.12044198895027625,0.27845303867403315
kvzap-predictor-trace-20260817T085505Z::builtin_retrieval_trace,kvzap-predictor-trace-20260817T085505Z,builtin_retrieval_trace,12,1,905,162,743,0.17900552486187846,0.043758043758043756,-6.286822319030762,1.1163893938064575,2.331202507019043,0.0077348066298342545,0.028729281767955802
